"# PDIoT walking data"
"# Start time: 20191120T125328"
"# Group: NaN"
"# Subject: http://a5a7aram.ddns.net:5000/index?data="
"# Activity type: NaN"
"# Sensor position: NaN"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 10"
"# Notes: "
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1574254408925","0","0.25683594","0.92871094","0.16308594","0.0","2.0625","0.78125"
"1574254409075","1","0.25195312","0.9423828","0.18359375","-0.9375","0.78125","0.34375"
"1574254409135","2","0.26660156","0.9316406","0.18261719","-0.5","1.28125","0.78125"
"1574254409225","3","0.26367188","0.9238281","0.18066406","-0.5","1.9375","0.96875"
"1574254409316","4","0.2607422","0.9316406","0.17773438","-0.0625","1.5625","0.28125"
"1574254409465","5","0.2578125","0.93066406","0.17675781","-0.5","1.5","0.78125"
"1574254409525","6","0.25585938","0.9277344","0.17871094","-1.0","1.03125","1.03125"
"1574254409615","7","0.2529297","0.92871094","0.18164062","-0.875","1.09375","2.0"
"1574254409766","8","0.265625","0.92285156","0.18261719","-0.5625","2.0625","1.21875"
"1574254409855","9","0.2529297","0.92089844","0.18261719","-0.3125","2.0","1.03125"
"1574254409945","10","0.25878906","0.92285156","0.1796875","-0.3125","2.125","1.21875"
"1574254410035","11","0.24707031","0.9277344","0.19433594","-1.0","0.71875","1.8125"
"1574254410126","12","0.26757812","0.9248047","0.19335938","-0.5","1.375","1.6875"
"1574254410215","13","0.26464844","0.9189453","0.17285156","0.40625","2.1875","0.96875"
"1574254410335","14","0.27148438","0.9199219","0.18359375","-0.1875","1.9375","0.40625"
"1574254410425","15","0.27148438","0.9267578","0.17382812","0.03125","3.03125","0.0"
"1574254410575","16","0.2607422","0.92089844","0.18652344","1.3125","6.5625","2.84375"
"1574254410635","17","0.31640625","0.9111328","0.19628906","5.0","11.28125","-0.5625"
"1574254410725","18","0.25390625","0.9355469","0.15332031","11.21875","-25.40625","-18.875"
"1574254410815","19","0.26757812","0.93847656","0.171875","12.5625","-3.5","-26.9375"
"1574254410935","20","0.24804688","1.0771484","0.068359375","22.4375","8.71875","-73.375"
"1574254411025","21","0.59375","1.3339844","0.37109375","27.6875","49.46875","-106.40625"
"1574254411116","22","0.44726562","0.3330078","0.16113281","-11.90625","38.75","27.75"
"1574254411235","23","0.12597656","0.61328125","0.23144531","-61.65625","-92.375","119.0625"
"1574254411356","24","-0.8857422","0.95703125","-0.028320312","-17.78125","-23.75","84.34375"
"1574254411415","25","-0.734375","1.0791016","-0.103515625","18.0","98.5625","-59.21875"
"1574254411535","26","2.0","2.0","1.2822266","-31.625","-84.71875","-10.5625"
"1574254411625","27","-0.045898438","1.1367188","0.34375","24.28125","54.71875","-33.71875"
"1574254411715","28","-0.2548828","0.9716797","0.17773438","4.9375","-0.6875","-60.5"
"1574254411865","29","0.05859375","0.6933594","-0.018554688","9.6875","29.90625","-172.8125"
"1574254412045","30","-0.034179688","1.3076172","0.25195312","13.40625","52.21875","-205.34375"
"1574254412046","31","1.4892578","-0.5292969","-0.4560547","29.84375","44.0625","27.8125"
"1574254412135","32","0.20898438","0.58691406","0.0146484375","-20.71875","-105.46875","290.03125"
"1574254412225","33","-1.1064453","1.8369141","0.33007812","2.375","-64.84375","263.59375"
"1574254412315","34","-1.4541016","0.9824219","0.29882812","16.34375","149.59375","-46.59375"
"1574254412436","35","0.70703125","2.0","-0.9902344","5.1875","-92.59375","-209.90625"
"1574254412525","36","-0.34179688","0.87402344","0.18261719","12.5","10.375","-42.6875"
"1574254412615","37","-0.030273438","0.9580078","0.39941406","17.3125","30.9375","-15.09375"
"1574254412735","38","-0.018554688","1.3457031","0.3173828","9.5625","8.71875","-162.25"
"1574254412825","39","0.15527344","1.2646484","0.1796875","16.09375","78.78125","-240.0625"
"1574254412915","40","0.9453125","-0.8876953","-0.01171875","60.15625","8.90625","70.125"
"1574254413035","41","0.022460938","0.60839844","0.1953125","-41.03125","-98.84375","311.15625"
"1574254413125","42","-1.5253906","2.0","-0.0703125","-34.5","-91.09375","224.28125"
"1574254413245","43","-2.0","2.0","0.7626953","39.96875","156.71875","-88.28125"
"1574254413335","44","-0.5800781","1.5283203","0.39941406","-43.15625","23.125","-157.96875"
"1574254413455","45","-0.095703125","1.046875","0.22070312","21.65625","-2.21875","-8.125"
"1574254413576","46","0.103515625","1.2480469","0.4814453","30.5","35.875","-109.9375"
"1574254413636","47","-0.5029297","1.1923828","0.076171875","12.9375","50.875","-193.25"
"1574254413726","48","0.024414062","0.109375","0.4375","-0.5625","-5.5","-136.1875"
"1574254413815","49","0.34179688","0.12597656","0.2626953","27.03125","-73.875","256.6875"
"1574254413995","50","-0.6611328","1.1796875","0.35839844","-74.125","-134.125","280.1875"
"1574254414025","51","-1.9667969","1.390625","-0.09375","14.5","128.90625","58.21875"
"1574254414115","52","1.9228516","2.0","0.37109375","11.21875","-163.03125","-140.28125"
"1574254414324","53","-0.1796875","1.1484375","0.23535156","15.5625","39.15625","-12.78125"
"1574254414325","54","-0.016601562","1.0322266","0.22949219","19.9375","2.90625","-58.5"
"1574254414415","55","-0.29492188","0.5722656","-0.107421875","18.71875","54.4375","-166.8125"
"1574254414535","56","-0.18554688","1.0595703","0.65234375","7.90625","32.34375","-178.40625"
"1574254414655","57","0.8251953","-0.08203125","-0.030273438","33.75","48.15625","168.125"
"1574254414715","58","-0.33984375","0.68359375","-0.099609375","-47.125","-56.84375","297.90625"
"1574254414836","59","-1.8535156","2.0","-0.27441406","-35.34375","-7.40625","178.34375"
"1574254414956","60","1.8349609","1.0332031","0.45507812","-2.875","-117.25","-146.8125"
"1574254415015","61","-0.5810547","0.79296875","0.68359375","22.03125","42.78125","-75.9375"
"1574254415135","62","-9.765625E-4","1.0546875","0.16210938","24.46875","19.625","-25.65625"
"1574254415224","63","-0.3564453","0.9277344","0.18847656","20.1875","32.6875","-125.9375"
"1574254415314","64","0.13867188","1.8964844","0.21875","11.03125","51.375","-201.6875"
"1574254415404","65","0.8886719","-0.8955078","-0.06347656","36.4375","21.40625","-21.125"
"1574254415525","66","0.0029296875","0.24707031","0.0029296875","-28.21875","22.1875","273.1875"
"1574254415615","67","-0.82128906","1.6660156","0.15136719","-67.34375","-91.9375","257.5"
"1574254415735","68","-1.7841797","0.7314453","0.123046875","-1.1875","92.5625","-15.15625"
"1574254415825","69","0.8935547","2.0","-0.41210938","27.875","-61.34375","-111.71875"
"1574254415914","70","-0.17871094","1.1230469","0.16503906","17.1875","24.21875","-15.59375"
"1574254416005","71","-0.033203125","1.1542969","0.43652344","16.53125","18.125","-72.65625"
"1574254416125","72","0.20117188","0.9667969","-0.078125","28.4375","92.28125","-192.21875"
"1574254416215","73","0.23925781","0.40722656","0.7109375","-67.40625","46.0625","-134.28125"
"1574254416365","74","0.6455078","0.29492188","0.10058594","-145.9375","-115.375","249.625"
"1574254416485","75","0.12792969","1.7021484","0.0146484375","-55.375","59.375","397.3125"
"1574254416515","76","-2.0","0.5673828","-0.54003906","46.875","324.875","130.40625"
"1574254416665","77","1.15625","2.0","-0.9433594","24.65625","-150.15625","-228.78125"
"1574254416785","78","-0.24511719","0.8261719","0.5029297","-20.21875","27.03125","-15.15625"
"1574254416815","79","0.01171875","0.8251953","0.61816406","9.25","63.78125","30.125"
"1574254416935","80","-0.038085938","0.7783203","0.35253906","13.0","3.65625","-14.34375"
"1574254417025","81","0.049804688","1.0859375","0.3173828","-15.59375","32.5625","-85.59375"
"1574254417115","82","0.8105469","2.0","0.51464844","7.8125","202.0","-117.8125"
"1574254417206","83","-0.16210938","0.66308594","0.17675781","10.0625","201.46875","-36.8125"
"1574254417326","84","0.21679688","0.49023438","-0.37304688","-77.15625","22.5625","235.59375"
"1574254417415","85","0.25390625","1.484375","-0.08691406","-54.59375","116.375","392.5625"
"1574254417505","86","-1.7802734","1.9179688","-0.9423828","42.34375","232.28125","172.21875"
"1574254417625","87","-0.22949219","1.0537109","0.5253906","-7.875","-1.96875","-131.0"
"1574254417714","88","0.14355469","0.86328125","0.27539062","24.75","71.46875","-26.75"
"1574254417805","89","0.057617188","0.8964844","0.43554688","22.09375","48.5","-14.71875"
"1574254417925","90","0.17871094","0.88378906","0.35839844","9.8125","18.78125","-26.3125"
"1574254418015","91","0.22753906","1.0136719","0.30078125","21.03125","24.8125","-91.5"
"1574254418135","92","1.0","2.0","0.34765625","22.4375","116.125","-229.25"
"1574254418225","93","0.19238281","0.28027344","0.16503906","-40.53125","130.40625","-59.21875"
"1574254418315","94","0.3203125","0.1875","-0.171875","-122.9375","33.25","245.40625"
"1574254418405","95","-0.8203125","1.1435547","-0.5498047","-51.84375","38.5625","262.625"
"1574254418526","96","-0.90527344","1.2617188","-0.14355469","15.1875","98.0625","40.4375"
"1574254418615","97","2.0","1.6142578","1.765625","23.59375","-98.59375","-113.96875"
"1574254418705","98","-0.7480469","0.65722656","0.19140625","30.6875","44.34375","-31.9375"
"1574254418855","99","0.064453125","0.90625","0.07421875","9.09375","-9.84375","-28.75"
"1574254418915","100","-0.13671875","1.1503906","0.15429688","20.8125","45.6875","-115.96875"
"1574254419004","101","0.99902344","1.9042969","0.29296875","38.9375","116.4375","-241.59375"
"1574254419125","102","0.71777344","-0.27441406","0.33203125","2.4375","-6.78125","132.3125"
"1574254419215","103","-0.27441406","0.7548828","-0.24902344","-46.09375","-51.40625","308.625"
"1574254419305","104","-1.5869141","1.9052734","-0.34960938","4.25","-4.59375","183.09375"
"1574254419425","105","2.0","2.0","1.7744141","-27.71875","163.1875","-8.1875"
"1574254419515","106","-0.6035156","-1.0498047","0.58496094","28.3125","49.375","-52.875"
"1574254419635","107","0.045898438","1.0576172","0.3515625","14.5625","-11.0625","8.28125"
"1574254419725","108","0.07519531","0.7949219","0.16992188","22.09375","34.40625","-39.6875"
"1574254419815","109","-0.15429688","1.6494141","0.4638672","10.1875","44.0625","-191.96875"
"1574254419905","110","0.009765625","0.9238281","0.09863281","26.03125","64.375","-214.75"
"1574254420025","111","-0.19726562","-0.50878906","0.46191406","-19.84375","-130.8125","127.5"
"1574254420115","112","-0.1640625","0.7167969","-0.2109375","-24.5","17.8125","331.15625"
"1574254420204","113","-1.6914062","1.8115234","-0.009765625","-13.0625","-66.1875","197.0"
"1574254420325","114","-2.0","0.69433594","1.1738281","16.28125","170.34375","-70.28125"
"1574254420444","115","0.6894531","2.0","-0.15527344","5.53125","-80.34375","-70.9375"
"1574254420504","116","0.005859375","1.1679688","0.28710938","29.15625","4.5625","-20.28125"
"1574254420624","117","-0.107421875","0.9873047","0.31152344","13.84375","7.6875","-80.21875"
"1574254420714","118","-0.37304688","0.92578125","-0.0390625","12.5","51.0","-178.78125"
"1574254420805","119","-0.31640625","0.984375","0.40039062","17.5625","30.75","-178.71875"
"1574254420925","120","0.5439453","-0.31445312","0.01953125","12.625","15.84375","101.96875"
"1574254421014","121","0.13183594","0.4814453","0.11425781","-67.03125","-71.78125","286.96875"
"1574254421134","122","-1.4433594","2.0","0.09375","-41.75","-145.84375","216.53125"
"1574254421225","123","-2.0","1.5224609","0.17285156","44.28125","240.09375","-33.34375"
"1574254421315","124","-0.26171875","2.0","-0.40625","1.6875","-58.125","-181.0"
"1574254421405","125","-0.24414062","0.9189453","0.30664062","10.40625","-3.5","-9.90625"
"1574254421525","126","-0.034179688","1.0820312","0.34765625","6.6875","12.625","-30.09375"
"1574254421615","127","0.20507812","1.2382812","0.4248047","12.5","44.0","-128.375"
"1574254421705","128","0.74902344","2.0","0.58691406","7.5625","99.59375","-275.03125"
"1574254421825","129","1.3574219","-1.0292969","-0.076171875","24.21875","-11.625","27.6875"
"1574254421915","130","-0.018554688","0.58984375","0.25195312","-11.375","-104.375","321.59375"
"1574254422005","131","-0.95996094","2.0","0.45410156","-26.875","-104.09375","280.625"
"1574254422095","132","-2.0","1.3603516","-0.2421875","23.1875","251.21875","-97.0625"
"1574254422215","133","-0.03125","1.6132812","-0.5292969","-48.125","-47.1875","-198.25"
"1574254422305","134","-0.08984375","0.98828125","0.22949219","18.1875","14.75","-0.75"
"1574254422395","135","-0.23632812","0.9423828","0.22851562","-1.0625","8.78125","-35.0625"
"1574254422515","136","0.18359375","1.2158203","0.49414062","6.6875","49.3125","-145.09375"
"1574254422605","137","0.43359375","1.9570312","0.23144531","30.125","79.5","-218.34375"
"1574254422695","138","-0.31640625","-0.28515625","0.045898438","0.59375","-29.3125","-30.84375"
"1574254422815","139","0.20214844","0.4140625","0.27246094","-17.28125","-65.25","249.5625"
"1574254422905","140","-0.5253906","1.5898438","0.07324219","-67.28125","-59.90625","285.3125"
"1574254422995","141","-1.5996094","1.2060547","-0.48828125","27.03125","37.09375","11.71875"
"1574254423115","142","0.5175781","2.0","-0.8339844","-14.96875","-206.0","-208.625"
"1574254423205","143","0.0625","1.3476562","0.103515625","20.4375","29.46875","4.5625"
"1574254423325","144","-0.01953125","0.96484375","0.16503906","25.625","-4.78125","-22.59375"
"1574254423415","145","0.125","1.3925781","0.12597656","32.28125","29.78125","-114.75"
"1574254423505","146","0.29785156","2.0","0.25878906","27.9375","78.125","-203.875"
"1574254423595","147","0.31445312","0.037109375","0.44726562","0.21875","-92.78125","-92.71875"
"1574254423715","148","0.087890625","0.41210938","0.39746094","-13.8125","-70.09375","268.78125"
"1574254423805","149","-0.2734375","1.8095703","0.034179688","-31.5625","-67.21875","291.1875"
"1574254423895","150","-0.9472656","1.2080078","-0.099609375","-14.46875","83.78125","170.625"
"1574254424015","151","2.0","1.6484375","2.0","-160.15625","-79.1875","39.28125"
"1574254424104","152","-0.043945312","1.5107422","0.8925781","-15.875","25.3125","-44.625"
"1574254424195","153","-0.026367188","1.2363281","0.16503906","24.28125","-12.78125","21.21875"
"1574254424315","154","0.2939453","0.8144531","0.26464844","2.5","21.40625","44.84375"
"1574254424405","155","0.04296875","0.95410156","0.17675781","4.375","4.0625","17.875"
"1574254424495","156","0.20898438","1.0214844","0.1171875","-2.03125","27.34375","42.96875"
"1574254424615","157","0.31347656","0.8466797","0.18457031","7.5","13.0","13.71875"
"1574254424705","158","0.3232422","0.9707031","0.1953125","5.34375","9.5625","-2.53125"
"1574254424795","159","0.2529297","0.9326172","0.17089844","11.28125","25.125","4.8125"
"1574254424915","160","0.25585938","0.9160156","0.2109375","-0.6875","-1.125","3.21875"
"1574254425005","161","0.26171875","0.92578125","0.17675781","2.5625","10.46875","5.78125"
"1574254425095","162","0.20898438","0.9248047","0.20019531","1.21875","3.71875","0.65625"
"1574254425215","163","0.24316406","0.93847656","0.20703125","-0.5","3.53125","2.5625"
"1574254425304","164","0.22558594","0.93652344","0.18359375","-0.75","0.59375","-1.25"
"1574254425394","165","0.22851562","0.9404297","0.171875","-1.25","1.9375","1.625"
"1574254425514","166","0.2529297","0.93847656","0.20019531","-1.59375","2.84375","2.4375"
"1574254425605","167","0.23730469","0.9296875","0.20117188","-1.53125","2.0","1.21875"
"1574254425695","168","0.23535156","0.9267578","0.1953125","-1.65625","1.28125","0.65625"
"1574254425814","169","0.22753906","0.9423828","0.19433594","-2.09375","-0.3125","0.71875"
"1574254425904","170","0.24414062","0.93066406","0.20214844","-2.28125","-1.40625","-1.65625"
"1574254425994","171","0.23730469","0.921875","0.18359375","-1.78125","1.5","1.4375"
"1574254426114","172","0.2685547","0.9248047","0.20019531","-1.96875","4.125","0.40625"
"1574254426204","173","0.23535156","0.92578125","0.2109375","-1.90625","5.28125","3.21875"
"1574254426294","174","0.24023438","0.9277344","0.21484375","-1.78125","2.1875","2.0"
"1574254426415","175","0.23144531","0.93066406","0.21582031","-1.59375","1.3125","1.625"
"1574254426505","176","0.23535156","0.9277344","0.20898438","-1.46875","1.375","1.625"
"1574254426595","177","0.23535156","0.92089844","0.22167969","-0.0625","2.3125","0.65625"
"1574254426715","178","0.25","0.9248047","0.21777344","-0.25","-0.4375","-2.40625"
"1574254426806","179","0.23046875","0.9316406","0.22460938","-0.0625","1.09375","-0.625"
"1574254426895","180","0.23144531","0.9394531","0.20507812","0.78125","2.25","-1.59375"
"1574254427015","181","0.22363281","0.9326172","0.20410156","0.65625","2.90625","-0.5625"
"1574254427105","182","0.21875","0.93066406","0.19238281","1.3125","2.375","-1.46875"
"1574254427195","183","0.22949219","0.9296875","0.21582031","0.65625","2.71875","2.4375"
"1574254427315","184","0.2265625","0.92578125","0.20507812","0.78125","2.5","1.09375"
"1574254427405","185","0.22167969","0.9326172","0.203125","0.0","1.875","0.96875"
"1574254427495","186","0.22753906","0.9277344","0.20507812","0.03125","2.25","1.09375"
