"# PDIoT walking data"
"# Start time: 20190922T153213"
"# Group: B"
"# Subject: test2"
"# Activity type: Walking (level ground)"
"# Sensor position: Lower Leg"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 100"
"# Notes: "
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569162734123","0","-1.2783203","0.3359375","-0.31054688","-53.25","47.46875","123.40625"
"1569162734212","1","-0.5214844","0.5214844","-0.57421875","-54.34375","54.1875","97.09375"
"1569162734332","2","-0.4248047","0.2421875","-0.17382812","14.4375","-34.75","-84.0"
"1569162734422","3","-0.8261719","0.390625","-0.2890625","86.15625","-93.59375","-190.875"
"1569162734512","4","-1.2666016","0.45214844","-0.4873047","20.90625","-82.84375","-263.8125"
"1569162734602","5","-1.2294922","0.78222656","-0.4140625","56.375","-62.5625","-149.84375"
"1569162734722","6","-1.4667969","0.44921875","0.083984375","102.53125","-11.71875","126.28125"
"1569162734812","7","-0.8378906","-0.33691406","-0.58496094","-9.96875","47.03125","0.0"
"1569162734902","8","-0.9902344","0.01953125","-0.3623047","12.25","51.6875","41.375"
"1569162735023","9","-0.9609375","-0.0107421875","-0.29589844","-29.125","34.71875","32.9375"
"1569162735112","10","-0.9560547","0.080078125","-0.33691406","-22.15625","31.46875","72.90625"
"1569162735203","11","-0.890625","0.2578125","-0.4501953","-25.34375","28.90625","58.40625"
"1569162735323","12","-1.1328125","0.15917969","-0.2998047","-26.5625","26.46875","65.90625"
"1569162735413","13","-1.3837891","0.22949219","-0.5175781","-58.96875","25.9375","109.1875"
"1569162735532","14","-1.3681641","0.08984375","-0.62109375","-61.34375","95.8125","151.53125"
"1569162735623","15","-0.5361328","-0.42285156","-0.10546875","-48.125","5.59375","-51.59375"
"1569162735713","16","-0.5205078","0.171875","-0.23925781","75.4375","-82.34375","-162.90625"
"1569162735803","17","-1.0644531","0.42285156","-0.41601562","49.125","-120.625","-282.0"
"1569162735923","18","-1.4443359","0.8222656","-0.6542969","61.9375","-75.40625","-273.40625"
"1569162736013","19","-1.4902344","0.26757812","-0.4453125","65.59375","32.15625","84.34375"
"1569162736102","20","-0.8847656","0.12207031","-0.42285156","16.28125","57.71875","3.84375"
"1569162736223","21","-1.0898438","-0.13671875","-0.35742188","-13.375","46.625","10.96875"
"1569162736312","22","-0.95996094","-0.23144531","-0.26953125","-32.0625","36.4375","62.4375"
"1569162736402","23","-0.92578125","0.15234375","-0.33398438","-30.78125","34.46875","78.96875"
"1569162736522","24","-0.92089844","0.21972656","-0.41308594","-35.65625","25.0625","46.625"
"1569162736612","25","-1.1835938","0.22265625","-0.5126953","-1.0","31.25","95.8125"
"1569162736702","26","-1.4453125","0.20117188","-0.37109375","-55.125","29.28125","112.46875"
"1569162736822","27","-1.2753906","0.14550781","-0.49609375","-82.71875","96.84375","145.125"
"1569162736912","28","-0.3984375","-0.36035156","-0.08496094","-15.59375","-6.125","-15.40625"
"1569162737003","29","-0.546875","0.22070312","-0.27539062","90.0","-101.28125","-180.9375"
"1569162737122","30","-1.2714844","0.58691406","-0.44628906","49.0625","-114.15625","-282.90625"
"1569162737213","31","-1.2910156","0.8125","-0.76660156","78.78125","-81.0","-234.34375"
"1569162737303","32","-1.4423828","0.16015625","-0.2734375","24.21875","29.78125","73.03125"
"1569162737422","33","-0.5566406","0.58496094","-0.47265625","-6.25","72.125","43.5"
"1569162737513","34","-0.9824219","0.07519531","-0.4033203","5.125","55.46875","44.84375"
"1569162737603","35","-0.9902344","0.01953125","-0.2998047","-40.46875","33.5625","50.8125"
"1569162737723","36","-0.94140625","0.059570312","-0.3779297","-41.03125","28.90625","56.0625"
"1569162737812","37","-0.9375","0.16699219","-0.44140625","-32.25","25.3125","55.78125"
"1569162737933","38","-1.0966797","0.1953125","-0.45703125","-8.375","24.8125","111.625"
"1569162738023","39","-1.4980469","0.06347656","-0.2705078","-57.5625","31.59375","116.5625"
"1569162738142","40","-1.2275391","0.22949219","-0.48242188","-89.625","40.875","175.65625"
"1569162738202","41","-0.390625","0.125","-0.13671875","19.75","-29.5","-24.125"
"1569162738323","42","-0.5830078","0.25976562","-0.2626953","83.78125","-103.15625","-198.8125"
"1569162738413","43","-1.4394531","0.8261719","-0.64941406","11.21875","-90.34375","-298.21875"
"1569162738533","44","-1.0703125","0.9970703","-0.6328125","54.0625","-71.96875","-219.6875"
"1569162738623","45","-1.2685547","-0.7919922","0.34179688","30.0625","-70.8125","-180.625"
"1569162738713","46","-0.9433594","-0.47851562","-0.5957031","0.28125","42.09375","10.71875"
"1569162738803","47","-1.0175781","0.0029296875","-0.3935547","0.0","40.5","25.75"
"1569162738923","48","-0.9111328","-0.17285156","-0.34765625","-17.34375","38.375","62.84375"
"1569162739042","49","-0.9404297","-0.005859375","-0.33496094","-28.75","31.0625","67.625"
"1569162739102","50","-0.8964844","0.1640625","-0.3935547","-16.6875","26.96875","75.0"
"1569162739252","51","-1.1503906","0.2607422","-0.4580078","-27.40625","27.09375","86.84375"
"1569162739343","52","-1.3183594","0.2421875","-0.36328125","-47.5625","21.59375","114.5"
"1569162739403","53","-1.5019531","-0.028320312","-0.51953125","-64.96875","88.4375","151.0"
"1569162739523","54","-0.5234375","-0.5234375","-0.047851562","-43.84375","-3.75","-55.375"
"1569162739612","55","-0.56640625","0.14941406","-0.27539062","93.1875","-91.75","-173.65625"
"1569162739703","56","-1.2958984","0.47851562","-0.60253906","50.15625","-100.1875","-293.53125"
"1569162739823","57","-1.3583984","0.8466797","-0.61035156","42.78125","-55.875","-266.1875"
"1569162739913","58","-1.3056641","0.6035156","-0.41796875","80.125","44.96875","44.0625"
"1569162740003","59","-0.76171875","0.29003906","-0.515625","-1.0625","67.0","45.46875"
"1569162740093","60","-0.95703125","-0.033203125","-0.4140625","10.125","48.03125","46.875"
"1569162740212","61","-0.953125","-0.03125","-0.3515625","-21.9375","31.90625","63.21875"
"1569162740362","62","-0.93359375","-0.07421875","-0.35058594","-30.65625","30.25","67.4375"
"1569162740393","63","-0.9355469","0.099609375","-0.41601562","-28.40625","28.71875","61.375"
"1569162740513","64","-1.1025391","0.171875","-0.3466797","-27.0625","25.4375","90.8125"
"1569162740602","65","-1.3339844","0.21875","-0.41601562","-50.1875","22.625","121.6875"
"1569162740692","66","-1.4921875","-0.13867188","-0.58496094","-29.875","85.4375","151.71875"
"1569162740813","67","-0.57128906","-0.546875","-0.021484375","-70.5625","-18.4375","-77.59375"
"1569162740902","68","-0.5488281","0.125","-0.2529297","48.15625","-95.71875","-202.78125"
"1569162740993","69","-1.3603516","0.75390625","-0.5839844","64.5625","-95.0","-277.3125"
"1569162741113","70","-1.2333984","0.97753906","-0.7626953","44.84375","-70.28125","-243.375"
"1569162741202","71","-1.5810547","0.11328125","-0.005859375","47.34375","6.75","55.46875"
"1569162741322","72","-0.75878906","0.39257812","-0.57128906","2.84375","74.03125","46.5"
"1569162741413","73","-0.9863281","-0.056640625","-0.3359375","17.4375","38.375","43.5"
"1569162741532","74","-0.95410156","-0.05078125","-0.29589844","-30.78125","33.84375","45.46875"
"1569162741592","75","-0.9501953","-0.00390625","-0.35546875","-24.25","33.0","71.9375"
"1569162741741","76","-0.91015625","0.22558594","-0.41601562","-23.625","29.15625","67.1875"
"1569162741802","77","-1.1318359","0.17285156","-0.42578125","-21.25","27.9375","92.28125"
"1569162741892","78","-1.4082031","0.15527344","-0.21191406","-74.84375","24.03125","110.21875"
"1569162742012","79","-1.4394531","-0.005859375","-0.6044922","-79.78125","92.4375","162.34375"
"1569162742102","80","-0.37695312","-0.5830078","-0.072265625","-23.34375","-20.46875","-61.40625"
"1569162742193","81","-0.55371094","0.15039062","-0.27929688","71.75","-124.90625","-207.59375"
"1569162742313","82","-1.4990234","0.6972656","-0.7607422","46.5625","-89.375","-294.21875"
"1569162742403","83","-1.1357422","0.8720703","-0.7626953","19.28125","-52.6875","-238.59375"
"1569162742523","84","-1.3691406","-0.9589844","0.7939453","62.90625","-73.625","-158.21875"
"1569162742612","85","-0.9472656","-0.60253906","-0.80371094","-2.8125","36.53125","-1.59375"
"1569162742702","86","-1.0419922","0.08496094","-0.46875","-3.375","42.09375","33.90625"
"1569162742822","87","-0.953125","-0.080078125","-0.36328125","-29.625","36.71875","62.0"
"1569162742913","88","-0.92285156","0.11328125","-0.41308594","-21.3125","36.78125","81.53125"
"1569162743032","89","-0.95214844","0.119140625","-0.4296875","-36.09375","28.25","64.4375"
"1569162743092","90","-1.2275391","0.26660156","-0.6074219","-22.46875","29.9375","125.34375"
"1569162743243","91","-1.8447266","-0.029296875","-0.30273438","-131.59375","57.40625","124.4375"
"1569162743333","92","-0.625","0.6123047","-0.5136719","-52.6875","65.46875","142.6875"
"1569162743393","93","-0.37597656","0.095703125","-0.12109375","44.59375","-48.59375","-142.28125"
"1569162743543","94","-0.9189453","0.28027344","-0.15039062","58.9375","-110.71875","-283.40625"
"1569162743633","95","-1.5332031","0.6904297","-0.5097656","95.03125","-100.71875","-314.40625"
"1569162743692","96","-0.08300781","1.7822266","-0.83691406","14.3125","23.0625","105.46875"
"1569162743812","97","-1.6933594","1.0683594","-0.076171875","46.0","66.4375","234.0"
"1569162743933","98","-1.1884766","0.016601562","-0.5292969","12.0625","79.28125","101.5"
"1569162743992","99","-0.97265625","-0.16601562","-0.30273438","-62.34375","28.5","29.15625"
"1569162744113","100","-0.9472656","0.034179688","-0.34570312","-37.125","30.875","73.15625"
"1569162744202","101","-0.9042969","0.23242188","-0.4423828","-32.1875","29.34375","65.96875"
